Abbreviation of the operating point,Name of the operating point,Abkuerzung Betriebspunkt Strecke,Name of operating point distance,LINIE,Kilometry of the operating point,LINIENNAME,VERWALTUNG,E,N,BPUIC,Didok Nummer,Name Haltestelle,lod,geopos_x,geopos_y
SLN,Sisseln,SLN,Sisseln,701,71.00126,Eglisau - Koblenz - Stein Sackingen Ost,SBB,2641741.9930000002,1266248.712,8500321,321,Sisseln,http://lod.opentransportdata.swiss/didok/8500321,47.5456365896,7.99309499698
SMG,St. Margrethen,SMG,St. Margrethen,880,53.81952,Sargans Ost - St.Gallen,SBB,2765861.81,1258150.432,8506314,6314,St Margrethen,http://lod.opentransportdata.swiss/didok/8506314,47.4532159757,9.6382619195
SO,Solothurn,SO,Solothurn,292,0.0,Solothurn - Bern RBS,SBB,2607884.418,1228144.25,8500207,207,Solothurn,http://lod.opentransportdata.swiss/didok/8500207,47.2041925029,7.54268923738
SO,Solothurn,SO,Solothurn,410,73.81863,Olten - Solothurn - Biel/Bienne,SBB,2607884.418,1228144.25,8500207,207,Solothurn,http://lod.opentransportdata.swiss/didok/8500207,47.2041925029,7.54268923738
SO,Solothurn,SO,Solothurn,411,0.0,Solothurn - Niederbipp,SBB,2607884.418,1228144.25,8500207,207,Solothurn,http://lod.opentransportdata.swiss/didok/8500207,47.2041925029,7.54268923738
SORM,Solothurn RM (Abzw),SO,Solothurn,421,0.30584,Solothurn RM - Burgdorf West,SBB,2607733.785,1228085.9170000001,8515425,15425,Solothurn RM (Abzw),http://lod.opentransportdata.swiss/didok/8515425,47.2036696078,7.54070017935
SSMN,Sedrun SMF Nord,SSMF,Sedrun SMF,594,220.41576,GBT West,SBB,2701753.412,1169722.999,8518322,18322,Sedrun SMF Nord,http://lod.opentransportdata.swiss/didok/8518322,46.6709790811,8.7684090693
SSMS,Sedrun SMF Sud,SSMF,Sedrun SMF,594,221.58424,GBT West,SBB,2701948.122,1168570.858,8518323,18323,Sedrun SMF Süd,http://lod.opentransportdata.swiss/didok/8518323,46.6605867672,8.77069756198
STAF,Stabio,STAF,Stabio,634,3.5592099999999998,Mendrisio Sud - Stabio,SBB,2716935.273,1078685.209,8517519,17519,Stabio,http://lod.opentransportdata.swiss/didok/8517519,45.8497096649,8.94394217592
STMR,Steinmaur,STMR,Steinmaur,761,18.79256,Oberglatt - Niederweningen Gleisende,SBB,2675980.316,1260401.692,8503316,3316,Steinmaur,http://lod.opentransportdata.swiss/didok/8503316,47.4899867403,8.44685782722
STSO,Stein-Sackingen Ost (Abzw),STS,Stein-Sackingen,701,73.96986,Eglisau - Koblenz - Stein Sackingen Ost,SBB,2638855.642,1265586.9440000001,8515474,15474,Stein-Säckingen Ost (Abzw),http://lod.opentransportdata.swiss/didok/8515474,47.5398618408,7.95469800529
SUB,Suberg-Grossaffoltern,SUB,Suberg-Grossaffoltern,260,19.92432,Zollikofen Nord - Biel/Bienne Aebistr.,SBB,2592431.116,1211978.038,8504413,4413,Suberg-Grossaffoltern,http://lod.opentransportdata.swiss/didok/8504413,47.0587821329,7.33900490751
SV,Sonvilier,SV,Sonvilier,225,65.17342,Biel/Bienne West - La Chaux-de-Fonds,SBB,2564402.701,1221258.634,8504311,4311,Sonvilier,http://lod.opentransportdata.swiss/didok/8504311,47.1413420826,6.9693527658
TAOO,Tanklager O'fingen (Gleisende),TAOO,Tanklager O'fingen (Gleisende),705,31.5086,Tanklager Otelfingen Ost - Otelfingen,SBB,2673677.602,1256760.17,8515479,15479,Tanklager O'fingen (Gleisende),http://lod.opentransportdata.swiss/didok/8515479,47.4574995928,8.41570308865
TAOW,Tanklager Oberhasli (Gleisend),TAOW,Tanklager Oberhasli (Gleisend),768,27.52582,Niederglatt - Tanklager Oberhasli West,SBB,2677378.999,1256745.7,8515480,15480,Tanklager Oberhasli (Gleisend),http://lod.opentransportdata.swiss/didok/8515480,47.4569445809,8.46478143136
TAVS,Taverne-Torricella Sud (bif),TAV,Taverne-Torricella,600,174.48663,Immensee - Bellinzona - Chiasso,SBB,2715297.9189999998,1101196.961,8515432,15432,Taverne-Torricella Sud (bif),http://lod.opentransportdata.swiss/didok/8515432,46.0524562668,8.92837262091
TH,Thun,TH,Thun,290,137.02,Bern Wylerfeld - Thun,SBB,2614590.895,1178202.885,8507100,7100,Thun,http://lod.opentransportdata.swiss/didok/8507100,46.7548527757,7.62960576339
THAB,Thun (Abzw),TH,Thun,290,136.15,Bern Wylerfeld - Thun,SBB,2613949.0530000003,1178788.244,8515629,15629,Thun (Abzw),http://lod.opentransportdata.swiss/didok/8515629,46.7601319183,7.62122295163
THAB,Thun (Abzw),TH,Thun,299,136.15,Thun AB - Thun,SBB,2613949.0530000003,1178788.244,8515629,15629,Thun (Abzw),http://lod.opentransportdata.swiss/didok/8515629,46.7601319183,7.62122295163
THEG,Thun (Eigentumsgrenze),TH,Thun,310,0.061829999999999996,Thun - Spiez - Interlaken Ost,SBB,2614851.738,1177702.999,8515365,15365,Thun (Eigentumsgrenze),http://lod.opentransportdata.swiss/didok/8515365,46.7503503253,7.63300369049
TK,Tecknau,TK,Tecknau,500,28.16,Basel SBB - Olten - Luzern,SBB,2633865.016,1255093.279,8500028,28,Tecknau,http://lod.opentransportdata.swiss/didok/8500028,47.4457602157,7.88761824413
TOEM,Tossmuhle,TOEM,Tossmuhle,9780,359.74772,Bruttenertunnel West,SBB,2695552.583,1258887.986,8515178,15178,Tössmühle,http://lod.opentransportdata.swiss/didok/8515178,47.4738213879,8.70621041121
TR,Travers,TR,Travers,219,22.44673,Auvernier - Les Verrieres frontiere,SBB,2541978.151,1199318.701,8504215,4215,Travers,http://lod.opentransportdata.swiss/didok/8504215,46.9424115259,6.67656164287
TUI,Les Tuileries,TUI,Les Tuileries,150,55.78,Lausanne - Geneve-Aeroport,SBB,2500418.7709999997,1122878.284,8501011,1011,Les Tuileries,http://lod.opentransportdata.swiss/didok/8501011,46.2499463098,6.14733744682
TWN,Twann,TWN,Twann,210,95.976,Daillens - Biel/Bienne,SBB,2578579.483,1215889.886,8504228,4228,Twann,http://lod.opentransportdata.swiss/didok/8504228,47.0936641015,7.15649746383
UZ,Uznach,UZ,Uznach,853,34.38702,Wil Sud - Wattwil - Uznach,SBB,2716786.192,1231519.783,8503116,3116,Uznach,http://lod.opentransportdata.swiss/didok/8503116,47.2242827695,8.98069078676
VAL,Vallorbe,VAL,Vallorbe,203,461.62982,Frasne - Vallorbe,SBB,2518333.128,1174023.894,8501103,1103,Vallorbe,http://lod.opentransportdata.swiss/didok/8501103,46.7124062886,6.37056566227
VEZB,Vezia (bif),VEZB,Vezia (bif),580,243.02067000000002,CBT Est,SBB,2715840.8680000002,1098231.5890000002,8515720,15720,Vezia (bif),http://lod.opentransportdata.swiss/didok/8515720,46.0256931708,8.93465561008
VEZB,Vezia (bif),VEZB,Vezia (bif),581,342.91452999999996,CBT Ovest,SBB,2715840.8680000002,1098231.5890000002,8515720,15720,Vezia (bif),http://lod.opentransportdata.swiss/didok/8515720,46.0256931708,8.93465561008
VG,Villars-sur-Glane,VG,Villars-sur-Glane,250,62.1187,Lausanne Est - Bern,SBB,2575394.82,1182124.48,8504030,4030,Villars-sur-Glâne,http://lod.opentransportdata.swiss/didok/8504030,46.7898298188,7.11638562388
VSPW,Villnachern (Spw),VSPW,Villnachern (Spw),700,35.34275,Brugg - Pratteln Ost,SBB,2654758.524,1258512.69,8500312,312,Villnachern (Spw),http://lod.opentransportdata.swiss/didok/8500312,47.4751072981,8.16503850082
VVO,Vevey Ouest (bif),VV,Vevey,100,17.636,Lausanne - Simplon Tunnel I - Iselle,SBB,2553719.727,1146434.252,8515369,15369,Vevey Ouest (bif),http://lod.opentransportdata.swiss/didok/8515369,46.4676302664,6.83611721676
WAE,Wadenswil,WAE,Wadenswil,670,-0.09455,Wadenswil - Einsiedeln,SBB,2693644.81,1231668.66,8503206,3206,Wädenswil,http://lod.opentransportdata.swiss/didok/8503206,47.2293072774,8.67521627099
WANZ,Wanzwil (Abzw),WANZ,Wanzwil (Abzw),400,36.98406,Lochligut - Wanzwil - Rothrist West,SBB,2619745.919,1227510.463,8508047,8047,Wanzwil (Abzw),http://lod.opentransportdata.swiss/didok/8508047,47.1982449674,7.69921296101
WANZ,Wanzwil (Abzw),WANZ,Wanzwil (Abzw),415,67.95673000000001,Wanzwil (Abzw) - Solothurn - Busswil,SBB,2619745.919,1227510.463,8508047,8047,Wanzwil (Abzw),http://lod.opentransportdata.swiss/didok/8508047,47.1982449674,7.69921296101
WAU,Wauwil,WAU,Wauwil,500,62.53,Basel SBB - Olten - Luzern,SBB,2643990.921,1226040.793,8502006,2006,Wauwil,http://lod.opentransportdata.swiss/didok/8502006,47.1838589478,8.01902004587
WB,Worb SBB,WB,Worb SBB,460,12.98805,Gumligen Sud - Fluhmuhle,SBB,2609614.923,1196021.854,8508200,8200,Worb SBB,http://lod.opentransportdata.swiss/didok/8508200,46.9152299504,7.56485156716
WFS,Weinfelden Sud,WFS,Weinfelden Sud,830,17.638170000000002,Wil - Weinfelden,SBB,2724643.582,1269173.193,8506191,6191,Weinfelden Süd,http://lod.opentransportdata.swiss/didok/8506191,47.5614337972,9.09490635204
WI,Wildegg,WI,Wildegg,640,40.41538,Brugg - Rupperswil,SBB,2654667.742,1251859.158,8502115,2115,Wildegg,http://lod.opentransportdata.swiss/didok/8502115,47.4152751629,8.16301988225
WIL,Wil SG,WIL,Wil SG,850,110.62133,St.Gallen - Winterthur Nord,SBB,2720811.768,1258081.406,8506206,6206,Wil SG,http://lod.opentransportdata.swiss/didok/8506206,47.4624132783,9.04099307807
WN,Weesen,WN,Weesen,890,30.7139,Sargans Ost - Ziegelbrucke,SBB,2725641.5330000003,1221207.35,8509419,9419,Weesen,http://lod.opentransportdata.swiss/didok/8509419,47.1299210164,9.09471050742
WNO,Winterthur Nord,W,Winterthur,840,26.3926,Winterthur Nord - Romanshorn,SBB,2696979.1780000003,1262169.787,8515484,15484,Winterthur Nord,http://lod.opentransportdata.swiss/didok/8515484,47.5031248493,8.72584628608
WO,Wohlen AG,WO,Wohlen AG,653,71.7722,Gexi Ost - Rotkreuz - Immensee West,SBB,2662803.878,1244511.199,8502213,2213,Wohlen AG,http://lod.opentransportdata.swiss/didok/8502213,47.3484640448,8.26979236531
WTOE,Winterthur Toss,WTOE,Winterthur Toss,769,1.7178,Winterthur West - Bulach,SBB,2695757.425,1260668.8429999999,8506044,6044,Winterthur Töss,http://lod.opentransportdata.swiss/didok/8506044,47.4898063564,8.70931000913
WUER,Wurenlos,WUER,Wurenlos,704,39.04548,Wurenlos - Killwangen West (RBL),SBB,2669316.886,1255402.072,8503529,3529,Würenlos,http://lod.opentransportdata.swiss/didok/8503529,47.4457594532,8.35766785904
WWE,Winterthur West (Abzw),W,Winterthur,751,25.13726,ZH Langstr. - Wallisellen - Winterthur,SBB,2696354.88,1260972.752,8506032,6032,Winterthur West (Abzw),http://lod.opentransportdata.swiss/didok/8506032,47.4924520444,8.71730239668
WWUE,Winterthur Wulflingen,WWUE,Winterthur Wulflingen,769,4.68091,Winterthur West - Bulach,SBB,2693589.619,1262483.335,8506043,6043,Winterthur Wülflingen,http://lod.opentransportdata.swiss/didok/8506043,47.5064358947,8.68092955866
WY,Wynigen,WY,Wynigen,450,76.93381,Olten Sud - Bern,SBB,2617069.837,1217155.054,8508006,8006,Wynigen,http://lod.opentransportdata.swiss/didok/8508006,47.1051747953,7.66350690287
YV,Yverdon-les-Bains,YV,Yverdon-les-Bains,210,39.1341,Daillens - Biel/Bienne,SBB,2539084.258,1181463.254,8504200,4200,Yverdon-les-Bains,http://lod.opentransportdata.swiss/didok/8504200,46.7815451512,6.64094402823
YVES,Yverdon Est (bif),YV,Yverdon-les-Bains,210,38.65,Daillens - Biel/Bienne,SBB,2539540.6040000003,1181301.549,8515370,15370,Yverdon Est (bif),http://lod.opentransportdata.swiss/didok/8515370,46.7801323261,6.64694079644
ZAFA,Zurich Affoltern (Abzw),ZAFA,Zurich Affoltern (Abzw),733,0.0,Verladeanlage Gubrist,SBB,2679762.473,1253149.2179999999,8519176,19176,Zürich Affoltern (Abzw),http://lod.opentransportdata.swiss/didok/8519176,47.4243159042,8.49574347665
ZASO,Zurich Altstetten Ost (Abzw),ZAS,Zurich Altstetten,710,3.69575,Zurich HB - Brugg AG,SBB,2679763.344,1249396.732,8515487,15487,Zürich Altstetten Ost (Abzw),http://lod.opentransportdata.swiss/didok/8515487,47.3905683484,8.49508551423
ZASS,Zurich Altstetten Sud (Abzw),ZAS,Zurich Altstetten,718,3.8902099999999997,ZH Aussersihl - ZH Altstetten Sud,SBB,2679560.996,1249408.529,8515488,15488,Zürich Altstetten Süd (Abzw),http://lod.opentransportdata.swiss/didok/8515488,47.390698939,8.49240795429
ZB,Ziegelbrucke,ZB,Ziegelbrucke,720,57.14637,ZH Langstrasse - Thalwil - Ziegelbrucke,SBB,2722998.1289999997,1221845.4409999999,8503225,3225,Ziegelbrücke,http://lod.opentransportdata.swiss/didok/8503225,47.1361559024,9.06005168288
ZBO,Ziegelbrucke Ost (Abzw),ZB,Ziegelbrucke,736,57.54515,Ziegelbrucke Ost - Linthal Gleisende,SBB,2723312.2610000004,1221602.1090000002,8515489,15489,Ziegelbrücke Ost (Abzw),http://lod.opentransportdata.swiss/didok/8515489,47.133909193,9.06412506471
ZFFR,Frauenfeld Zuckerruben,ZFFR,Frauenfeld Zuckerruben,840,40.34774,Winterthur Nord - Romanshorn,SBB,2708126.56,1268041.719,8506115,6115,Frauenfeld Zuckerrüben,http://lod.opentransportdata.swiss/didok/8506115,47.5541876463,8.87520317107
ZFH,Zurich Flughafen,ZFH,Zurich Flughafen,750,9.60138,ZH Oerlikon Nord - Dorfnest,SBB,2684750.1780000003,1256117.357,8503016,3016,Zürich Flughafen,http://lod.opentransportdata.swiss/didok/8503016,47.4503856566,8.56240184756
ZFN,Zofingen Nord (Abzw),ZF,Zofingen,500,47.05,Basel SBB - Olten - Luzern,SBB,2637946.449,1237935.728,8515435,15435,Zofingen Nord (Abzw),http://lod.opentransportdata.swiss/didok/8515435,47.2912212311,7.94027720007
ZGCA,Zug Casino,ZGCA,Zug Casino,665,1.406,Zug Sud - Arth-Goldau,SBB,2681630.235,1224043.133,8517527,17527,Zug Casino,http://lod.opentransportdata.swiss/didok/8517527,47.1623180988,8.51520266214
ZGN,Zug Nord (Abzw),ZG,Zug,660,28.7179,Thalwil - Zug - Fluhmuhle,SBB,2681688.182,1225801.745,8515436,15436,Zug Nord (Abzw),http://lod.opentransportdata.swiss/didok/8515436,47.1781278182,8.51628532156
ZGN,Zug Nord (Abzw),ZG,Zug,664,28.7179,Zug Nord - Zug Sud,SBB,2681688.182,1225801.745,8515436,15436,Zug Nord (Abzw),http://lod.opentransportdata.swiss/didok/8515436,47.1781278182,8.51628532156
ZGPP,Zug Postplatz,ZGPP,Zug Postplatz,665,0.605,Zug Sud - Arth-Goldau,SBB,2681752.654,1224707.212,8502300,2300,Zug Postplatz,http://lod.opentransportdata.swiss/didok/8502300,47.1682756647,8.51693732345
ZGRG,Zgraggen (Spw),ZGRG,Zgraggen (Spw),600,50.53419,Immensee - Bellinzona - Chiasso,SBB,2692291.5889999997,1179213.781,8505144,5144,Zgraggen (Spw),http://lod.opentransportdata.swiss/didok/8505144,46.7577183976,8.64668645066
ZGS,Zug Sud,ZG,Zug,664,29.23044,Zug Nord - Zug Sud,SBB,2681650.639,1225290.602,8515437,15437,Zug Süd,http://lod.opentransportdata.swiss/didok/8515437,47.1735352221,8.51569759776
ZGS,Zug Sud,ZG,Zug,665,0.00331,Zug Sud - Arth-Goldau,SBB,2681650.639,1225290.602,8515437,15437,Zug Süd,http://lod.opentransportdata.swiss/didok/8515437,47.1735352221,8.51569759776
ZGV,Zurich HB Cargo GV,ZGV,Zurich HB Cargo GV,718,2.07693,ZH Aussersihl - ZH Altstetten Sud,SBB,2681232.919,1248729.5520000001,8515298,15298,Zürich HB Cargo GV,http://lod.opentransportdata.swiss/didok/8515298,47.3843885702,8.51442645858
ZHDB,Zurich Hardbrucke,ZHDB,Zurich Hardbrucke,716,1.9183400000000002,Zurich Hardbrucke - Zurich Herdern,SBB,2681435.526,1248822.322,8503020,3020,Zürich Hardbrücke,http://lod.opentransportdata.swiss/didok/8503020,47.385197873,8.51712625407
ZLEE,Zurich Lettentunnel Ende,ZLEE,Zurich Lettentunnel Ende,7744,5.58211,Zurich Viadukt - Letten (abgebrochen),SBB,2683787.795,1246906.957,8515493,15493,Zürich Lettentunnel Ende,http://lod.opentransportdata.swiss/didok/8515493,47.3676774031,8.5479161705
ZLST,Zurich Langstrasse,ZUE,Zurich HB,745,99.05164,ZH Langstrasse - Dietlikon Sud (S-Bahn),SBB,2682329.779,1248396.929,8503047,3047,Zürich Langstrasse,http://lod.opentransportdata.swiss/didok/8503047,47.3812610413,8.52888957824
ZLST,Zurich Langstrasse,ZUE,Zurich HB,755,0.26318,ZH Langstrasse - ZH Viadukt,SBB,2682329.779,1248396.929,8503047,3047,Zürich Langstrasse,http://lod.opentransportdata.swiss/didok/8503047,47.3812610413,8.52888957824
ZLST,Zurich Langstrasse,ZUE,Zurich HB,758,0.91995,ZH Langstrasse - ZH Vorbahnhof (Gl. P24),SBB,2682329.779,1248396.929,8503047,3047,Zürich Langstrasse,http://lod.opentransportdata.swiss/didok/8503047,47.3812610413,8.52888957824
ZMUS,Zurich HB Museumstrasse,ZMUS,Zurich HB Museumstrasse,745,100.0,ZH Langstrasse - Dietlikon Sud (S-Bahn),SBB,2683227.0930000003,1248092.25,8515163,15163,Zürich HB Museumstrasse,http://lod.opentransportdata.swiss/didok/8515163,47.3784082084,8.54071412435
ZMUS,Zurich HB Museumstrasse,ZMUS,Zurich HB Museumstrasse,9728,0.05,Riesbachtunnel II,SBB,2683227.0930000003,1248092.25,8515163,15163,Zürich HB Museumstrasse,http://lod.opentransportdata.swiss/didok/8515163,47.3784082084,8.54071412435
ZOEN,Zurich Oerlikon Nord (Abzw),ZOER,Zurich Oerlikon,750,5.330080000000001,ZH Oerlikon Nord - Dorfnest,SBB,2683797.603,1252254.489,8515494,15494,Zürich Oerlikon Nord (Abzw),http://lod.opentransportdata.swiss/didok/8515494,47.4157681408,8.54904766734
ZOER,Zurich Oerlikon,ZOER,Zurich Oerlikon,748,206.71983,"ZH Altstetten - ZH Oerlikon, DML",SBB,2683433.901,1251778.101,8503006,3006,Zürich Oerlikon,http://lod.opentransportdata.swiss/didok/8503006,47.4115300323,8.54413989655
ZOL,Zollikofen,ZOL,Zollikofen,292,26.85,Solothurn - Bern RBS,SBB,2601846.567,1205641.445,8504410,4410,Zollikofen,http://lod.opentransportdata.swiss/didok/8504410,47.0018259804,7.46291123529
ZOLN,Zollikofen Nord (Abzw),ZOL,Zollikofen,260,8.15222,Zollikofen Nord - Biel/Bienne Aebistr.,SBB,2602072.221,1206293.59,8515371,15371,Zollikofen Nord (Abzw),http://lod.opentransportdata.swiss/didok/8515371,47.0076913913,7.46588108097
ZSEB,Zurich Seebach,ZSEB,Zurich Seebach,703,23.302429999999998,ZH Oerlikon Nord - Wettingen - Gruemet,SBB,2683461.852,1252581.32,8503007,3007,Zürich Seebach,http://lod.opentransportdata.swiss/didok/8503007,47.4187500474,8.54466018901
ZSTH,Zurich Stadelhofen,ZSTH,Zurich Stadelhofen,745,101.59088,ZH Langstrasse - Dietlikon Sud (S-Bahn),SBB,2683832.75,1246788.882,8503003,3003,Zürich Stadelhofen,http://lod.opentransportdata.swiss/didok/8503003,47.3666097487,8.54848908807
ZSTH,Zurich Stadelhofen,ZSTH,Zurich Stadelhofen,9728,0.051,Riesbachtunnel II,SBB,2683832.75,1246788.882,8503003,3003,Zürich Stadelhofen,http://lod.opentransportdata.swiss/didok/8503003,47.3666097487,8.54848908807
ZTB,Zurich Tiefenbrunnen,ZTB,Zurich Tiefenbrunnen,730,7.94141,Zurich Stadelhofen - Rapperswil,SBB,2684833.357,1244970.095,8503004,3004,Zürich Tiefenbrunnen,http://lod.opentransportdata.swiss/didok/8503004,47.3501246373,8.56138988846
ZUN,Zurich HB Nord,ZUN,Zurich HB Nord,710,1.43687,Zurich HB - Brugg AG,SBB,2681915.906,1248734.854,8515164,15164,Zürich HB Nord,http://lod.opentransportdata.swiss/didok/8515164,47.3843516685,8.52347140267
ZVB,Zurich Vorbahnhof,ZVB,Zurich Vorbahnhof,714,1.98488,Zurich - Altstetten (Sudeinfahrt),SBB,2681364.531,1248735.091,8503025,3025,Zürich Vorbahnhof,http://lod.opentransportdata.swiss/didok/8503025,47.384422153,8.51617021319
ZVBN,Zurich Vorbahnhof Nord,ZVB,Zurich Vorbahnhof,719,1.72417,ZH Langstrasse - ZH Altstetten Sud,SBB,2681597.89,1248687.642,8515760,15760,Zürich Vorbahnhof Nord,http://lod.opentransportdata.swiss/didok/8515760,47.3839665561,8.51925165616
ZVBO,Zurich Vorbahnhof Ost,ZVB,Zurich Vorbahnhof,759,1.61311,Zurich Vbhf Ost - Vbhf Nord,SBB,2681698.7430000002,1248581.62,8515761,15761,Zürich Vorbahnhof Ost,http://lod.opentransportdata.swiss/didok/8515761,47.38300058,8.52056771823
ZVIA,Zurich Viadukt (Abzw),ZVIA,Zurich Viadukt (Abzw),7744,1.7633,Zurich Viadukt - Letten (abgebrochen),SBB,2681708.889,1248757.715,8515179,15179,Zürich Viadukt (Abzw),http://lod.opentransportdata.swiss/didok/8515179,47.3845829647,8.52073427338
ZWG,Zwingen,ZWG,Zwingen,230,103.43933,Delemont Est - Basel SBB Ost,SBB,2606928.488,1253670.82,8500114,114,Zwingen,http://lod.opentransportdata.swiss/didok/8500114,47.4337991873,7.53046305786
ZWIP,Zurich Wipkingen,ZWIP,Zurich Wipkingen,751,2.30697,ZH Langstr. - Wallisellen - Winterthur,SBB,2682348.789,1249706.8090000001,8503015,3015,Zürich Wipkingen,http://lod.opentransportdata.swiss/didok/8503015,47.3930388776,8.52938238484
ZZ,Bad Zurzach,ZZ,Bad Zurzach,701,41.40169,Eglisau - Koblenz - Stein Sackingen Ost,SBB,2664461.777,1271198.33,8503409,3409,Bad Zurzach,http://lod.opentransportdata.swiss/didok/8503409,47.5883133937,8.29558783466
AA,Aarau,AA,Aarau,649,41.50577,Aarau - Woschnau Tunnel alt,SBB,2646255.56,1249128.422,8502113,2113,Aarau,http://lod.opentransportdata.swiss/didok/8502113,47.3913594962,8.05127371849
ABO,Aarburg-Oftringen,ABO,Aarburg-Oftringen,451,43.00505,Aarburg-Oftringen - Rothrist Gleis 1,SBB,2635502.466,1241150.149,8502000,2000,Aarburg-Oftringen,http://lod.opentransportdata.swiss/didok/8502000,47.3202684783,7.90822265971
ABOW,Aarburg-Oftringen West (Abzw),ABO,Aarburg-Oftringen,452,0.0,Rothrist - Zofingen (Kriegsschlaufe),SBB,2635404.732,1240413.368,8508141,8141,Aarburg-Oftringen West (Abzw),http://lod.opentransportdata.swiss/didok/8508141,47.3136469403,7.90687178422
AHAU,Altishausen,AHAU,Altishausen,831,29.09142,Weinfelden - Tagermoos,SBB,2729634.652,1273179.3390000002,8506199,6199,Altishausen,http://lod.opentransportdata.swiss/didok/8506199,47.5964883091,9.16237706304
AIG,Aigle,AIG,Aigle,100,39.31241,Lausanne - Simplon Tunnel I - Iselle,SBB,2563416.288,1129606.2,8501400,1400,Aigle,http://lod.opentransportdata.swiss/didok/8501400,46.3168554187,6.96368323783
AL,Altdorf,AL,Altdorf,600,35.250170000000004,Immensee - Bellinzona - Chiasso,SBB,2690937.7830000003,1192314.733,8505113,5113,Altdorf,http://lod.opentransportdata.swiss/didok/8505113,46.8757386867,8.6315753775
ALL,Allaman,ALL,Allaman,150,21.48029,Lausanne - Geneve-Aeroport,SBB,2520211.529,1147688.508,8501035,1035,Allaman,http://lod.opentransportdata.swiss/didok/8501035,46.4757535389,6.39969709242
ALM,Al Motto (c bin),ALM,Al Motto (c bin),600,161.3521,Immensee - Bellinzona - Chiasso,SBB,2716215.437,1111508.9679999999,8505247,5247,Al Motto (c bin),http://lod.opentransportdata.swiss/didok/8505247,46.1450440612,8.94277910638
